ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
25915,Volume of grey matter in IX Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25915.v1.fastGWA.gz
25916,Volume of grey matter in Vermis IX Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25916.v1.fastGWA.gz
25917,Volume of grey matter in IX Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25917.v1.fastGWA.gz
25918,Volume of grey matter in X Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25918.v1.fastGWA.gz
25919,Volume of grey matter in Vermis X Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25919.v1.fastGWA.gz
25920,Volume of grey matter in X Cerebellum (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25920.v1.fastGWA.gz
46,Hand grip strength (left),Continuous,MLM,45973,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/46.v1.fastGWA.gz
47,Hand grip strength (right),Continuous,MLM,45949,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/47.v1.fastGWA.gz
48,Waist circumference,Continuous,MLM,46135,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/48.v1.fastGWA.gz
49,Hip circumference,Continuous,MLM,46133,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/49.v1.fastGWA.gz
50,Standing height,Continuous,MLM,46116,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/50.v1.fastGWA.gz
78,Heel bone mineral density (BMD) T-score, automated,Continuous,MLM,7066,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/78.v1.fastGWA.gz
102,Pulse rate, automated reading,Continuous,MLM,45660,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/102.v1.fastGWA.gz
129,Place of birth in UK - north co-ordinate,Continuous,MLM,43076,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/129.v1.fastGWA.gz
130,Place of birth in UK - east co-ordinate,Continuous,MLM,43076,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/130.v1.fastGWA.gz
137,Number of treatments/medications taken,Ordered_Categorical,MLM,46191,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/137.v1.fastGWA.gz
189,Townsend deprivation index at recruitment,Continuous,MLM,46144,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/189.v1.fastGWA.gz
398,Number of correct matches in round,Ordered_Categorical,LR,46115,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/398.v1.fastGWA.gz
399,Number of incorrect matches in round,Continuous,MLM,46115,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/399.v1.fastGWA.gz
400,Time to complete round,Continuous,MLM,45923,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/400.v1.fastGWA.gz
403,Number of times snap-button pressed,Ordered_Categorical,LR,46088,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/403.v1.fastGWA.gz
404,Duration to first press of snap-button in each round,Continuous,MLM,45971,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/404.v1.fastGWA.gz
670_1,Type of accommodation lived in: A house or bungalow,Binary,MLM,46084,42053,4031,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/670_1.v1.fastGWA.gz
670_2,Type of accommodation lived in: A flat, maisonette or apartment,Binary,MLM,46084,3890,42194,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/670_2.v1.fastGWA.gz
699,Length of time at current address,Continuous,MLM,45136,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/699.v1.fastGWA.gz
709,Number in household,Ordered_Categorical,MLM,45947,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/709.v1.fastGWA.gz
738,Average total household income before tax,Ordered_Categorical,MLM,40501,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/738.v1.fastGWA.gz
767,Length of working week for main job,Continuous,LR,25910,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/767.v1.fastGWA.gz
806,Job involves mainly walking or standing,Ordered_Categorical,MLM,26258,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/806.v1.fastGWA.gz
816,Job involves heavy manual or physical work,Ordered_Categorical,MLM,26260,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/816.v1.fastGWA.gz
826,Job involves shift work,Ordered_Categorical,MLM,26234,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/826.v1.fastGWA.gz
845,Age completed full time education,Ordered_Categorical,MLM,29619,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/845.v1.fastGWA.gz
864,Number of days/week walked 10+ minutes,Ordered_Categorical,MLM,45601,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/864.v1.fastGWA.gz
874,Duration of walks,Continuous,MLM,40034,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/874.v1.fastGWA.gz
884,Number of days/week of moderate physical activity 10+ minutes,Ordered_Categorical,MLM,44294,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/884.v1.fastGWA.gz
894,Duration of moderate activity,Ordered_Categorical,MLM,35231,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/894.v1.fastGWA.gz
904,Number of days/week of vigorous physical activity 10+ minutes,Ordered_Categorical,LR,44517,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/904.v1.fastGWA.gz
914,Duration of vigorous activity,Continuous,LR,26189,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/914.v1.fastGWA.gz
924,Usual walking pace,Ordered_Categorical,MLM,45981,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/924.v1.fastGWA.gz
943,Frequency of stair climbing in last 4 weeks,Ordered_Categorical,MLM,45802,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/943.v1.fastGWA.gz
971,Frequency of walking for pleasure in last 4 weeks,Ordered_Categorical,MLM,33354,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/971.v1.fastGWA.gz
981,Duration walking for pleasure,Ordered_Categorical,MLM,33328,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/981.v1.fastGWA.gz
991,Frequency of strenuous sports in last 4 weeks,Ordered_Categorical,LR,5009,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/991.v1.fastGWA.gz
1001,Duration of strenuous sports,Ordered_Categorical,LR,5015,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1001.v1.fastGWA.gz
1011,Frequency of light DIY in last 4 weeks,Ordered_Categorical,LR,23758,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1011.v1.fastGWA.gz
1021,Duration of light DIY,Ordered_Categorical,LR,23647,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1021.v1.fastGWA.gz
1050,Time spend outdoors in summer,Ordered_Categorical,MLM,42178,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1050.v1.fastGWA.gz
1060,Time spent outdoors in winter,Ordered_Categorical,LR,36146,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1060.v1.fastGWA.gz
1070,Time spent watching television (TV),Ordered_Categorical,MLM,43662,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1070.v1.fastGWA.gz
1080,Time spent using computer,Ordered_Categorical,MLM,35852,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1080.v1.fastGWA.gz
1090,Time spent driving,Ordered_Categorical,MLM,30147,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1090.v1.fastGWA.gz
1100,Drive faster than motorway speed limit,Ordered_Categorical,MLM,42189,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1100.v1.fastGWA.gz
1160,Sleep duration,Ordered_Categorical,MLM,45997,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1160.v1.fastGWA.gz
1170,Getting up in morning,Ordered_Categorical,MLM,46074,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1170.v1.fastGWA.gz
1180,Morning/evening person (chronotype),Ordered_Categorical,MLM,41341,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1180.v1.fastGWA.gz
1190,Nap during day,Ordered_Categorical,MLM,46173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1190.v1.fastGWA.gz
1200,Sleeplessness / insomnia,Ordered_Categorical,LR,46155,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1200.v1.fastGWA.gz
1210,Snoring,Binary,LR,43103,26880,16223,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1210.v1.fastGWA.gz
1220,Daytime dozing / sleeping (narcolepsy),Ordered_Categorical,MLM,46047,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1220.v1.fastGWA.gz
1239,Current tobacco smoking,Ordered_Categorical,MLM,46168,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1239.v1.fastGWA.gz
1249,Past tobacco smoking,Ordered_Categorical,MLM,43138,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1249.v1.fastGWA.gz
1259,Smoking/smokers in household,Ordered_Categorical,MLM,43149,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1259.v1.fastGWA.gz
1289,Cooked vegetable intake,Ordered_Categorical,MLM,44947,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1289.v1.fastGWA.gz
1299,Salad / raw vegetable intake,Ordered_Categorical,MLM,43522,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1299.v1.fastGWA.gz
1309,Fresh fruit intake,Ordered_Categorical,MLM,44502,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1309.v1.fastGWA.gz
1319,Dried fruit intake,Ordered_Categorical,MLM,41896,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1319.v1.fastGWA.gz
1329,Oily fish intake,Ordered_Categorical,MLM,46023,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1329.v1.fastGWA.gz
1339,Non-oily fish intake,Ordered_Categorical,MLM,46065,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1339.v1.fastGWA.gz
1349,Processed meat intake,Ordered_Categorical,MLM,46133,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1349.v1.fastGWA.gz
1359,Poultry intake,Ordered_Categorical,MLM,46132,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1359.v1.fastGWA.gz
1369,Beef intake,Ordered_Categorical,MLM,46067,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1369.v1.fastGWA.gz
1379,Lamb/mutton intake,Ordered_Categorical,MLM,46005,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1379.v1.fastGWA.gz
1389,Pork intake,Ordered_Categorical,MLM,46026,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1389.v1.fastGWA.gz
1408,Cheese intake,Ordered_Categorical,MLM,45195,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1408.v1.fastGWA.gz
1418_2,Milk type used: Semi-skimmed,Binary,MLM,46162,29289,16873,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_2.v1.fastGWA.gz
1418_1,Milk type used: Full cream,Binary,MLM,46162,2572,43590,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_1.v1.fastGWA.gz
1418_3,Milk type used: Skimmed,Binary,MLM,46162,10456,35706,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_3.v1.fastGWA.gz
1418_4,Milk type used: Soya,Binary,MLM,46162,1885,44277,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_4.v1.fastGWA.gz
1418_5,Milk type used: Other type of milk,Binary,LR,46162,560,45602,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_5.v1.fastGWA.gz
1418_6,Milk type used: Never/rarely have milk,Binary,MLM,46162,1400,44762,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1418_6.v1.fastGWA.gz
1428_3,Spread type: Other type of spread/margarine,Binary,MLM,46077,24682,21395,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1428_3.v1.fastGWA.gz
1428_0,Spread type: Never/rarely use spread,Binary,LR,46077,4783,41294,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1428_0.v1.fastGWA.gz
1428_1,Spread type: Butter/spreadable butter,Binary,MLM,46077,16531,29546,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1428_1.v1.fastGWA.gz
1438,Bread intake,Continuous,MLM,45277,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1438.v1.fastGWA.gz
1448_3,Bread type: Wholemeal or wholegrain,Binary,MLM,44578,26038,18540,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1448_3.v1.fastGWA.gz
1448_1,Bread type: White,Binary,MLM,44578,11563,33015,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1448_1.v1.fastGWA.gz
1448_2,Bread type: Brown,Binary,LR,44578,4964,39614,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1448_2.v1.fastGWA.gz
1448_4,Bread type: Other type of bread,Binary,LR,44578,2013,42565,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1448_4.v1.fastGWA.gz
1458,Cereal intake,Ordered_Categorical,MLM,44179,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1458.v1.fastGWA.gz
1468_3,Cereal type: Oat cereal (e.g. Ready Brek, porridge),Binary,LR,38563,10551,28012,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1468_3.v1.fastGWA.gz
1468_1,Cereal type: Bran cereal (e.g. All Bran, Branflakes),Binary,LR,38563,6362,32201,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1468_1.v1.fastGWA.gz
1468_2,Cereal type: Biscuit cereal (e.g. Weetabix),Binary,MLM,38563,6481,32082,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1468_2.v1.fastGWA.gz
1468_4,Cereal type: Muesli,Binary,MLM,38563,8197,30366,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1468_4.v1.fastGWA.gz
1468_5,Cereal type: Other (e.g. Cornflakes, Frosties),Binary,MLM,38563,6972,31591,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1468_5.v1.fastGWA.gz
1478,Salt added to food,Ordered_Categorical,MLM,46180,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1478.v1.fastGWA.gz
1488,Tea intake,Continuous,MLM,44717,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1488.v1.fastGWA.gz
1498,Coffee intake,Ordered_Categorical,MLM,42609,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1498.v1.fastGWA.gz
1508_2,Coffee type: Instant coffee,Binary,MLM,36631,20003,16628,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1508_2.v1.fastGWA.gz
1508_1,Coffee type: Decaffeinated coffee (any type),Binary,MLM,36631,6988,29643,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1508_1.v1.fastGWA.gz
1508_3,Coffee type: Ground coffee (include espresso, filter etc),Binary,MLM,36631,8996,27635,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1508_3.v1.fastGWA.gz
1508_4,Coffee type: Other type of coffee,Binary,MLM,36631,644,35987,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1508_4.v1.fastGWA.gz
1518,Hot drink temperature,Ordered_Categorical,MLM,45730,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1518.v1.fastGWA.gz
1528,Water intake,Ordered_Categorical,MLM,42451,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1528.v1.fastGWA.gz
1538_0,Major dietary changes in the last 5 years: No,Binary,MLM,46128,28595,17533,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1538_0.v1.fastGWA.gz
1538_1,Major dietary changes in the last 5 years: Yes, because of illness,Binary,LR,46128,4816,41312,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1538_1.v1.fastGWA.gz
1538_2,Major dietary changes in the last 5 years: Yes, because of other reasons,Binary,MLM,46128,12717,33411,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1538_2.v1.fastGWA.gz
1548,Variation in diet,Ordered_Categorical,LR,46029,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1548.v1.fastGWA.gz
1558,Alcohol intake frequency.,Ordered_Categorical,MLM,46165,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1558.v1.fastGWA.gz
1568,Average weekly red wine intake,Ordered_Categorical,MLM,32911,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1568.v1.fastGWA.gz
1578,Average weekly champagne plus white wine intake,Ordered_Categorical,MLM,32889,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1578.v1.fastGWA.gz
1588,Average weekly beer plus cider intake,Ordered_Categorical,MLM,32957,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1588.v1.fastGWA.gz
1598,Average weekly spirits intake,Ordered_Categorical,MLM,32877,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1598.v1.fastGWA.gz
1608,Average weekly fortified wine intake,Ordered_Categorical,LR,32952,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1608.v1.fastGWA.gz
1618,Alcohol usually taken with meals,Binary,MLM,27217,19069,8148,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1618.v1.fastGWA.gz
1677,Breastfed as a baby,Binary,MLM,35699,26074,9625,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1677.v1.fastGWA.gz
1687,Comparative body size at age 10,Ordered_Categorical,MLM,45527,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1687.v1.fastGWA.gz
1697,Comparative height size at age 10,Ordered_Categorical,MLM,45528,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1697.v1.fastGWA.gz
1707_1,Handedness (chirality/laterality): Right-handed,Binary,MLM,46173,40937,5236,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1707_1.v1.fastGWA.gz
1707_2,Handedness (chirality/laterality): Left-handed,Binary,MLM,46173,4470,41703,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1707_2.v1.fastGWA.gz
1707_3,Handedness (chirality/laterality): Use both right and left hands equally,Binary,LR,46173,766,45407,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1707_3.v1.fastGWA.gz
1717,Skin colour,Ordered_Categorical,MLM,45697,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1717.v1.fastGWA.gz
1727,Ease of skin tanning,Ordered_Categorical,MLM,45298,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1727.v1.fastGWA.gz
1747_3,Hair colour (natural, before greying): Light brown,Binary,MLM,46110,18795,27315,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_3.v1.fastGWA.gz
1747_1,Hair colour (natural, before greying): Blonde,Binary,MLM,46110,5217,40893,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_1.v1.fastGWA.gz
1747_2,Hair colour (natural, before greying): Red,Binary,MLM,46110,2047,44063,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_2.v1.fastGWA.gz
1747_4,Hair colour (natural, before greying): Dark brown,Binary,MLM,46110,17584,28526,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_4.v1.fastGWA.gz
1747_5,Hair colour (natural, before greying): Black,Binary,LR,46110,1935,44175,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_5.v1.fastGWA.gz
1747_6,Hair colour (natural, before greying): Other,Binary,LR,46110,532,45578,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1747_6.v1.fastGWA.gz
1767,Adopted as a child,Binary,MLM,46123,628,45495,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1767.v1.fastGWA.gz
1777,Part of a multiple birth,Binary,MLM,45513,1004,44509,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1777.v1.fastGWA.gz
1787,Maternal smoking around birth,Binary,MLM,40015,12143,27872,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1787.v1.fastGWA.gz
1797,Father still alive,Binary,MLM,45010,10715,34295,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1797.v1.fastGWA.gz
1807,Father's age at death,Continuous,MLM,33884,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1807.v1.fastGWA.gz
1835,Mother still alive,Binary,MLM,45476,18420,27056,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1835.v1.fastGWA.gz
1873,Number of full brothers,Ordered_Categorical,MLM,45515,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1873.v1.fastGWA.gz
1883,Number of full sisters,Ordered_Categorical,MLM,45519,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/1883.v1.fastGWA.gz
2090,Seen doctor (GP) for nerves, anxiety, tension or depression,Binary,MLM,45950,16347,29603,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2090.v1.fastGWA.gz
2100,Seen a psychiatrist for nerves, anxiety, tension or depression,Binary,MLM,46018,5483,40535,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2100.v1.fastGWA.gz
2178,Overall health rating,Ordered_Categorical,MLM,46082,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2178.v1.fastGWA.gz
2375,Relative age of first facial hair,Ordered_Categorical,LR,20457,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2375.v1.fastGWA.gz
2385,Relative age voice broke,Ordered_Categorical,LR,19639,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2385.v1.fastGWA.gz
2395_1,Hair/balding pattern: Pattern 1,Binary,MLM,20927,6689,14238,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2395_1.v1.fastGWA.gz
2395_2,Hair/balding pattern: Pattern 2,Binary,LR,20927,4747,16180,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2395_2.v1.fastGWA.gz
2395_3,Hair/balding pattern: Pattern 3,Binary,LR,20927,5616,15311,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2395_3.v1.fastGWA.gz
2395_4,Hair/balding pattern: Pattern 4,Binary,MLM,20927,3875,17052,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2395_4.v1.fastGWA.gz
2405,Number of children fathered,Ordered_Categorical,MLM,20924,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2405.v1.fastGWA.gz
2654_7,Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora),Binary,MLM,24615,8294,16321,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2654_7.v1.fastGWA.gz
